title,date,description,source,link
Kamala Harris Is Not a Realist. I’m Voting for Her Anyway. - Foreign Policy,"Wed, 16 Oct 2024 08:18:45 GMT","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE8zNV9fWTRnYXNLSmJBelhheXdkWEFvMFh6ajBrTl8wWi1Yc0VyYmRFcVJEcWk1UUJfZktjaXVIa2lxb1lmRFowNjJpSjJnMXoweU9TWmpVWE1CbHUycDFoZVlucnpHSktoNlZLYS15Q1Itc0ZZMUFrSlhrcWRON2s?oc=5"" target=""_blank"">Kamala Harris Is Not a Realist. I’m Voting for Her Anyway.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Foreign Policy</font>",Foreign Policy,https://news.google.com/rss/articles/CBMif0FVX3lxTE8zNV9fWTRnYXNLSmJBelhheXdkWEFvMFh6ajBrTl8wWi1Yc0VyYmRFcVJEcWk1UUJfZktjaXVIa2lxb1lmRFowNjJpSjJnMXoweU9TWmpVWE1CbHUycDFoZVlucnpHSktoNlZLYS15Q1Itc0ZZMUFrSlhrcWRON2s?oc=5
Kamala Harris is in Milwaukee Wednesday. That means more traffic closures and parking restrictions - Milwaukee Journal Sentinel,"Wed, 16 Oct 2024 19:47:20 GMT","<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxOQUFseHNlWG1fT29HTHY5TGdDQTNmOEdyVDJTVWotLTJxWU10LUZfZ1htWmEydHpPR3kzM3VIdHFEMVF1UXhvQzJwcUVRWXQxMEtZS0QzOS1RbmZtZUg3SHhQQkZ5eVpBU0xEM2E3OXRfYUZBMDl1V2VhdU9nOUxfOUZlc0NDME5LZWZ1R0NManRmelE2bjBlU19sQzBDeVlEd1oxT1ptTUZUeGdha0hrOHMteUo5THF0MlM0SUNoTW0zY3dkbDVwVl82VFZjUlU?oc=5"" target=""_blank"">Kamala Harris is in Milwaukee Wednesday. That means more traffic closures and parking restrictions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Milwaukee Journal Sentinel</font>",Milwaukee Journal Sentinel,https://news.google.com/rss/articles/CBMizwFBVV95cUxOQUFseHNlWG1fT29HTHY5TGdDQTNmOEdyVDJTVWotLTJxWU10LUZfZ1htWmEydHpPR3kzM3VIdHFEMVF1UXhvQzJwcUVRWXQxMEtZS0QzOS1RbmZtZUg3SHhQQkZ5eVpBU0xEM2E3OXRfYUZBMDl1V2VhdU9nOUxfOUZlc0NDME5LZWZ1R0NManRmelE2bjBlU19sQzBDeVlEd1oxT1ptTUZUeGdha0hrOHMteUo5THF0MlM0SUNoTW0zY3dkbDVwVl82VFZjUlU?oc=5
Jimmy Carter votes for Kamala Harris weeks after turning 100 - Axios,"Wed, 16 Oct 2024 17:58:27 GMT","<a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxPc1BET3JoZEhaNVB0alBrQXc0R05EZHBUclZqMTBuYkdnU1h0NXNIYjYxbENCMjZDM0J4TV9KclJCY2RYWmstdFFHaEljZGZUTVI0Q1BfQXRhQmQ4U2Fkc2pSeFVqOHRQdE16d282R3prSEJUMzN6bTZ4RFcwazVIbQ?oc=5"" target=""_blank"">Jimmy Carter votes for Kamala Harris weeks after turning 100</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>",Axios,https://news.google.com/rss/articles/CBMigAFBVV95cUxPc1BET3JoZEhaNVB0alBrQXc0R05EZHBUclZqMTBuYkdnU1h0NXNIYjYxbENCMjZDM0J4TV9KclJCY2RYWmstdFFHaEljZGZUTVI0Q1BfQXRhQmQ4U2Fkc2pSeFVqOHRQdE16d282R3prSEJUMzN6bTZ4RFcwazVIbQ?oc=5
Kamala Harris is wooing Republicans in Pennsylvania Wednesday with a call for unity - NPR,"Wed, 16 Oct 2024 09:00:27 GMT","<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQbTFYc0hPQlNQaGZUMzRyNVlwSURfMlo4dkYtN3Y4TzV6cjIzZkdsVGZheEtYRkdkN0FUajdUOWNGcnFPWkdJc2xvcy1LMzc1XzA1eWFxWkVhVmozc2k2TzJ4MjhPR3l0WHFQUmhTSHk1X0pnVGl4QzNGR0dnYjVqbEc5Slh5UTFhMnFPemhMc0RTMUlKby14UVcwVlE1WWVKVmtUTUlfSFY?oc=5"" target=""_blank"">Kamala Harris is wooing Republicans in Pennsylvania Wednesday with a call for unity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font>",NPR,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQbTFYc0hPQlNQaGZUMzRyNVlwSURfMlo4dkYtN3Y4TzV6cjIzZkdsVGZheEtYRkdkN0FUajdUOWNGcnFPWkdJc2xvcy1LMzc1XzA1eWFxWkVhVmozc2k2TzJ4MjhPR3l0WHFQUmhTSHk1X0pnVGl4QzNGR0dnYjVqbEc5Slh5UTFhMnFPemhMc0RTMUlKby14UVcwVlE1WWVKVmtUTUlfSFY?oc=5
Harris defends ‘scripted’ style and agrees Trump is ‘about fascism’ in wide-ranging interview with Charlamagne tha God - CNN,"Wed, 16 Oct 2024 11:50:00 GMT","<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxPY3Bka2hCTmEzR2N4VDdxclhSYWR4OTg2SThnUVNUbjR1WXJLOWowNk1hb3g4ZlJWQWdEcjEyR201aGJNU2ZKX1BhQXU1YkgtVHdhQ0FfUEpfbjBiakZyQlhONUp3UU9fWVVhOG8zNjNaMWh3NkxZajd1cjkzS3M3S2RUeWFtU19NNDFhbdIBgwFBVV95cUxNcm52aVhWbTFFbDc1QmFxeUpGUWUxdmNMWXlHYlp6dWFOZDY3S0RnT0Y4LXdYUV9yWFdrOUV4eS0tMFlpZnJVMXZaOFM0VzZIN2F2eUZyVWcxZUhpWGpPbUhKYVYyeDRNWEtVdExFdGF0bEhzUmZYZFN3bXpuMmVhT3JPYw?oc=5"" target=""_blank"">Harris defends ‘scripted’ style and agrees Trump is ‘about fascism’ in wide-ranging interview with Charlamagne tha God</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>",CNN,https://news.google.com/rss/articles/CBMijAFBVV95cUxPY3Bka2hCTmEzR2N4VDdxclhSYWR4OTg2SThnUVNUbjR1WXJLOWowNk1hb3g4ZlJWQWdEcjEyR201aGJNU2ZKX1BhQXU1YkgtVHdhQ0FfUEpfbjBiakZyQlhONUp3UU9fWVVhOG8zNjNaMWh3NkxZajd1cjkzS3M3S2RUeWFtU19NNDFhbdIBgwFBVV95cUxNcm52aVhWbTFFbDc1QmFxeUpGUWUxdmNMWXlHYlp6dWFOZDY3S0RnT0Y4LXdYUV9yWFdrOUV4eS0tMFlpZnJVMXZaOFM0VzZIN2F2eUZyVWcxZUhpWGpPbUhKYVYyeDRNWEtVdExFdGF0bEhzUmZYZFN3bXpuMmVhT3JPYw?oc=5
Kamala Harris’ Most Outspoken Holdouts Issued a Statement That Changed Everything. Or Maybe It Didn’t. - Slate,"Wed, 16 Oct 2024 09:40:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxQNUxSNHNjRlQ3TGs0OXYwQlFLRlRHWGJTZnp2T0xoamI1emJjeGp3QkRhZEJxVW9sVGdILXBFbVJGTDEyZTBGRWJXUkVUWk9FNmRmaDJOd3BvVzRpU1V2UUhZODFXRnBKU2hmN3daU0FCR1FtenZaVDJHTThoUHluaTlEb3V6cGx1VkhKSm5PX05WQVlDaW9teDhvLWI3aTk5Wmc?oc=5"" target=""_blank"">Kamala Harris’ Most Outspoken Holdouts Issued a Statement That Changed Everything. Or Maybe It Didn’t.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Slate</font>",Slate,https://news.google.com/rss/articles/CBMiogFBVV95cUxQNUxSNHNjRlQ3TGs0OXYwQlFLRlRHWGJTZnp2T0xoamI1emJjeGp3QkRhZEJxVW9sVGdILXBFbVJGTDEyZTBGRWJXUkVUWk9FNmRmaDJOd3BvVzRpU1V2UUhZODFXRnBKU2hmN3daU0FCR1FtenZaVDJHTThoUHluaTlEb3V6cGx1VkhKSm5PX05WQVlDaW9teDhvLWI3aTk5Wmc?oc=5
Black Men Will Vote for Harris—White Men Are the Problem - The Nation,"Wed, 16 Oct 2024 12:45:23 GMT","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE9jcVNZUVluUlltR2ZkdE0zeURQekVBcy1HcU1wRlgwRWZpNEFEc1ZnTG9Zd25ySkY1WDdfZDYtdThGWjhiWFJTeGsySmdJU05FR2VYcGZ0cEliMXdvcTJ4RHVoTm9qOFRMdjk2VmNpRjlFa0NOalIwLUZDSi1BLW_SAYcBQVVfeXFMTU9LWWJYWWxlUzhud3BpanBSdWZURzJTeDJnSEVWYTJUQ1pWNUptdTFVZF9WbXQ3LU9oRVExMXhRVXYxNDNJc0JjS1k5bkJBUkQxMkpBRURrYU8tLXNMcUVfSlhrU3ZJY1pwZmdTdzVEeldDV241OFR0NVp0a0owellLY3cycm5N?oc=5"" target=""_blank"">Black Men Will Vote for Harris—White Men Are the Problem</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Nation</font>",The Nation,https://news.google.com/rss/articles/CBMif0FVX3lxTE9jcVNZUVluUlltR2ZkdE0zeURQekVBcy1HcU1wRlgwRWZpNEFEc1ZnTG9Zd25ySkY1WDdfZDYtdThGWjhiWFJTeGsySmdJU05FR2VYcGZ0cEliMXdvcTJ4RHVoTm9qOFRMdjk2VmNpRjlFa0NOalIwLUZDSi1BLW_SAYcBQVVfeXFMTU9LWWJYWWxlUzhud3BpanBSdWZURzJTeDJnSEVWYTJUQ1pWNUptdTFVZF9WbXQ3LU9oRVExMXhRVXYxNDNJc0JjS1k5bkJBUkQxMkpBRURrYU8tLXNMcUVfSlhrU3ZJY1pwZmdTdzVEeldDV241OFR0NVp0a0owellLY3cycm5N?oc=5
"Kamala Harris agrees that Donald Trump is a fascist: ‘Yes, we can say that’ - The Guardian US","Wed, 16 Oct 2024 16:58:00 GMT","<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxOSE14bWdQcnVSMlVfZHAzV0ItOWhHdTRxNG1abmI4WHhIUVdVbjdEbFR5R1o4dEVHVDRTa1RFTEFYMzl6ZjFjRWRrYlV4aHRZUXdKcmpQNmZib2RVRk4zUnp1Z3p3SFlMYXdkaWdER0E1UGdEMWdHcUVjT3ZwcXNXLTN4Njc0NEkyVkVSUXpoRm5Fd3ZYNDJZTHNsMNIBmwFBVV95cUxPQndJRzlDMjY3T09OQ1drSkRqNHNQS211ZzNCaUNTMFFZdENVTE9HcHNWVlZTTnJLSTZpSm44cmVHelQ1d1czanlOOTU2QXJ2OW95bEFHSGF6cmFaV3hIY2xrT09oNGt2dWNubWpRYk9BbXlrZHJ3Y0J2bUZKakJpaXBlYkZZMFBnTk1JYUpQMGc3VjI0dGpoaEVsOA?oc=5"" target=""_blank"">Kamala Harris agrees that Donald Trump is a fascist: ‘Yes, we can say that’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian US</font>",The Guardian US,https://news.google.com/rss/articles/CBMimwFBVV95cUxOSE14bWdQcnVSMlVfZHAzV0ItOWhHdTRxNG1abmI4WHhIUVdVbjdEbFR5R1o4dEVHVDRTa1RFTEFYMzl6ZjFjRWRrYlV4aHRZUXdKcmpQNmZib2RVRk4zUnp1Z3p3SFlMYXdkaWdER0E1UGdEMWdHcUVjT3ZwcXNXLTN4Njc0NEkyVkVSUXpoRm5Fd3ZYNDJZTHNsMNIBmwFBVV95cUxPQndJRzlDMjY3T09OQ1drSkRqNHNQS211ZzNCaUNTMFFZdENVTE9HcHNWVlZTTnJLSTZpSm44cmVHelQ1d1czanlOOTU2QXJ2OW95bEFHSGF6cmFaV3hIY2xrT09oNGt2dWNubWpRYk9BbXlrZHJ3Y0J2bUZKakJpaXBlYkZZMFBnTk1JYUpQMGc3VjI0dGpoaEVsOA?oc=5
Harris Sharpens Negative Attacks on Trump - The Wall Street Journal,"Wed, 16 Oct 2024 20:37:00 GMT","<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxQd1hqREQ3Y0hVVVZwb0kwSFdMaXVfZ3VWdU85NFRnUkVfRno5Q0F5SGpDbnpQVEJtaDhVdHQwTzJDa2NmWXAyb00xUTYxRE1wSlZyZTdMSkdSdmZ4bmE2YUhZTS1WQ3oyeERjbEVhN3dGWW5LaENneGpKVHNvQ21aRTNRWTJKdWxZbWI5VC1iV1VZajg?oc=5"" target=""_blank"">Harris Sharpens Negative Attacks on Trump</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font>",The Wall Street Journal,https://news.google.com/rss/articles/CBMikwFBVV95cUxQd1hqREQ3Y0hVVVZwb0kwSFdMaXVfZ3VWdU85NFRnUkVfRno5Q0F5SGpDbnpQVEJtaDhVdHQwTzJDa2NmWXAyb00xUTYxRE1wSlZyZTdMSkdSdmZ4bmE2YUhZTS1WQ3oyeERjbEVhN3dGWW5LaENneGpKVHNvQ21aRTNRWTJKdWxZbWI5VC1iV1VZajg?oc=5
What Matt Gaetz thinks Kamala Harris is doing well - POLITICO,"Wed, 16 Oct 2024 15:03:26 GMT","<a href=""https://news.google.com/rss/articles/CBMixgFBVV95cUxONF95NGVRWHhiVk9rWXhoNGY1RTlRaVlWMWNKczBpUGNxcnE1ZzVFQlFmNUtEcVhaQ2VhTE5xMTVyTGE4cWdsTzQxRWt6NDFwV0ZvcENNZE02V3cyVzZ4U25aSDJnVmpGT1pablRSSk44OXVfcnF5dDBxVWl5X19pUnZUblpZdUMzMWFWWnZFdlhLdEs4MkZKQUprSmdyVGozM3h6VFk0bGtDQXJ0OWR2TjB4WmxEWEdrZG03NC1hTjdCdzZ1RXc?oc=5"" target=""_blank"">What Matt Gaetz thinks Kamala Harris is doing well</a>&nbsp;&nbsp;<font color=""#6f6f6f"">POLITICO</font>",POLITICO,https://news.google.com/rss/articles/CBMixgFBVV95cUxONF95NGVRWHhiVk9rWXhoNGY1RTlRaVlWMWNKczBpUGNxcnE1ZzVFQlFmNUtEcVhaQ2VhTE5xMTVyTGE4cWdsTzQxRWt6NDFwV0ZvcENNZE02V3cyVzZ4U25aSDJnVmpGT1pablRSSk44OXVfcnF5dDBxVWl5X19pUnZUblpZdUMzMWFWWnZFdlhLdEs4MkZKQUprSmdyVGozM3h6VFk0bGtDQXJ0OWR2TjB4WmxEWEdrZG03NC1hTjdCdzZ1RXc?oc=5
